step,active_joint_pos,sde_joint_1_pos,sde_joint_2_pos,sde_joint_3_pos,sde_joint_4_pos,sde_joint_5_pos,rfe_1_x,rfe_1_y,rfe_1_z,rfe_2_x,rfe_2_y,rfe_2_z,rfe_3_x,rfe_3_y,rfe_3_z,rfe_4_x,rfe_4_y,rfe_4_z,rfe_5_x,rfe_5_y,rfe_5_z,rfe_6_x,rfe_6_y,rfe_6_z
228,-3.3991369457248656e-05,-0.05271574685821619,0.06430864463491184,-0.013915755411909281,0.0029527405124913043,-0.0007173448272360155,0.0,0.0,0.5,0.11999999973859572,-6.306457212860918e-09,0.4999920793318287,0.35967086002191284,-1.001057429063176e-05,0.487427102970159,0.599654612152137,-7.78708531986724e-06,0.49021971976363987,0.8396539034647681,-8.251462789540366e-06,0.4896364794879393,1.079653858107812,-8.133982219207584e-06,0.4897840305745113
229,3.861976345517701e-06,-0.05312611828744266,0.0645969871508173,-0.013754270761291898,0.002855504267818021,-0.0006933190207151422,0.0,0.0,0.5,0.1199999999306752,-3.2476812985539544e-09,0.49999592103695883,0.3596661731625274,-1.0078446424097661e-05,0.48734185817595876,0.5996501403429586,-7.86972057115699e-06,0.49011593306017065,0.8396494737747994,-8.320087089096251e-06,0.48955029000200806,1.0796494311643978,-8.206219032431741e-06,0.4896933039100902
230,1.9724304252517382e-05,-0.05350286074796115,0.0648708581198382,-0.013589243821491,0.0027573823137298503,-0.0006690803258898999,0.0,0.0,0.5,0.11999999999910511,3.6898979227523444e-10,0.5000004634370145,0.3596614427331238,-1.0145913991767066e-05,0.4872571215008649,0.5996456425727501,-7.95327206195537e-06,0.49001099559504313,0.8396450190167496,-8.388865736506159e-06,0.4894639066610833,1.0796449792085592,-8.278805532238951e-06,0.4896021380527246
231,1.3994503185063949e-05,-0.05384662512417154,0.06513057580897258,-0.013420757660380724,0.002658395579122429,-0.000644633706348034,0.0,0.0,0.5,0.11999999997665711,1.8845446676291388e-09,0.5000023669157599,0.35965682828429973,-1.0213260568710159e-05,0.48717253678547745,0.5996412668278718,-8.03724401030636e-06,0.48990553005137333,0.8396406852241359,-8.457929416035516e-06,0.48937716533076653,1.0796406481464738,-8.3517108900026e-06,0.4895105717220192
232,-1.2943230936154466e-05,-0.05415803791830597,0.0653764457509811,-0.01324889142978423,0.0025585638908516193,-0.0006199838464779606,0.0,0.0,0.5,0.11999999998824923,1.3370948864274955e-09,0.5000016793398498,0.359652329707053,-1.0280496246367949e-05,0.48708809135534037,0.5996370126421247,-8.12163384620949e-06,0.48979953965697903,0.8396364718823925,-8.527278767281077e-06,0.489290065207736,1.0796364374604817,-8.424934955630334e-06,0.4894186051064622
233,-3.349035565943843e-05,-0.05447715961958851,0.06561708732922766,-0.013066660021886018,0.0024539346244741972,-0.0005941540470652423,0.0,0.0,0.5,0.11999999998994836,-1.2366518246346792e-09,0.49999844681278,0.35964794667030564,-1.0347630665241494e-05,0.4870037731023423,0.5996328793355312,-8.206439130558917e-06,0.48969302747528415,0.8396323782645214,-8.596914394320102e-06,0.4892026055333027,1.0796323464205788,-8.498477587677666e-06,0.4893262383837204
234,-4.7447002091946565e-05,-0.054804290300577874,0.06585259033834434,-0.012874039832394395,0.0023444911723731012,-0.0005671401928963693,0.0,0.0,0.5,0.11999999993270376,-3.199812290425658e-09,0.49999598115859545,0.35964351890150315,-1.0414404850890583e-05,0.48691990728845064,0.5996287166995783,-8.29213511505786e-06,0.4895853966083927,0.839628255602977,-8.666711045680912e-06,0.48911494361849833,1.079628226352798,-8.572368331692251e-06,0.48923343444570294
235,-5.4695531342693975e-05,-0.055139617853805833,0.06608303839861314,-0.012671046906550886,0.0022302368822340506,-0.0005389430887030579,0.0,0.0,0.5,0.11999999986492692,-4.5332901792071384e-09,0.4999943063615558,0.3596390448091786,-1.0480818804537015e-05,0.48683649391212463,0.599624522703532,-8.378723793821465e-06,0.489476644551775,0.839624101644202,-8.736668193770789e-06,0.48902708012596796,1.0796240749888648,-8.646607312153075e-06,0.4891401931360838
236,-5.280006011995254e-05,-0.055482487178701495,0.06630201675443703,-0.012455596058887995,0.002112729057234521,-0.0005099469521057168,0.0,0.0,0.5,0.11999999982050397,-5.225845767267939e-09,0.49999343653832257,0.35963452314974814,-1.0546874667953824e-05,0.4867535302833824,0.5996202955704324,-8.466204758716645e-06,0.48936677181802624,0.8396199143699737,-8.806785942062011e-06,0.4889390149257453,1.0796198902946337,-8.721194504678338e-06,0.48904651448547215
237,-4.328918833215559e-05,-0.05582915648119044,0.06650549424724087,-0.012225400301561967,0.001991379452177165,-0.00048000819831735996,0.0,0.0,0.5,0.11999999983272923,-5.044744313202463e-09,0.4999936639947969,0.3596299947684375,-1.0611749941571793e-05,0.48667204943010334,0.5996160842070817,-8.554390612514906e-06,0.4892560137708703,0.8396157419347389,-8.877113572463129e-06,0.48885068612164545,1.0796157203756076,-8.796118288024566e-06,0.488952413089706
238,-3.581469274195737e-05,-0.05617119704550235,0.06670232511879629,-0.011990087445589074,0.0018686950725030948,-0.0004497417699015423,0.0,0.0,0.5,0.11999999988756278,-4.136034811304761e-09,0.49999480529904833,0.359625489707205,-1.0675168427994037e-05,0.48659239824562567,0.5996119224283873,-8.643352537543303e-06,0.4891442810080501,0.8396116181583702,-8.94763264230968e-06,0.4887621168769635,1.079611599051595,-8.871383001447066e-06,0.4888578834988671
239,-3.0370736977552805e-05,-0.05650864672989236,0.0668925781193546,-0.011749703717196042,0.0017446878209608878,-0.00041915056225470387,0.0,0.0,0.5,0.11999999992303848,-3.4218894291784804e-09,0.49999570223823414,0.3596209923395297,-1.0738285677045357e-05,0.4865131254037198,0.5996077742685083,-8.732787941479198e-06,0.48903195357389206,0.8396075061466176,-9.018422091984924e-06,0.4886732080455884,1.0796074893685874,-8.946970058459169e-06,0.48876294905684387
240,-2.6943681349551536e-05,-0.05684154897646672,0.06707631205631914,-0.01150428559789979,0.0016193670628413892,-0.00038823684895357435,0.0,0.0,0.5,0.11999999994465713,-2.9017505350347745e-09,0.4999963555127184,0.35961650286061825,-1.0801107261036347e-05,0.48643422390577845,0.599603639429346,-8.822695381522815e-06,0.48891903328050257,0.8396034055235292,-9.089482293707378e-06,0.4885839591600354,1.0796033909455158,-9.022879371733157e-06,0.48866760987332686
241,-2.5512290021726035e-05,-0.057169952580017495,0.06725357587085387,-0.011253859951203989,0.0014927396586410405,-0.00035700228966146575,0.0,0.0,0.5,0.11999999995644227,-2.5743149345438493e-09,0.4999967667592633,0.359612021479514,-1.0863637582942386e-05,0.48635568822183467,0.5995995176388644,-8.913073721275784e-06,0.48880552155515655,0.83959931593994,-9.160813539854776e-06,0.48849436985309214,1.079599303428144,-9.099110872724901e-06,0.4885718660344082
242,-2.6047929696864734e-05,-0.05749391147729674,0.06742440873609463,-0.0109984441613967,0.0013648099997986488,-0.00032544793878141743,0.0,0.0,0.5,0.11999999996094739,-2.4375536648506375e-09,0.4999969385261681,0.3596075484204987,-1.0925879891659599e-05,0.4862775142714058,0.5995954086512145,-9.003922126771639e-06,0.4886914194452812,0.8395952370733688,-9.232416043977887e-06,0.48840443985653953,1.0795952264889512,-9.175664511429402e-06,0.4884757176028793
243,-2.851477015842585e-05,-0.0578134845369866,0.06758884016226688,-0.010738046277805691,0.0012355800458145843,-0.0002935742544458061,0.0,0.0,0.5,0.11999999995929032,-2.4887309778939446e-09,0.4999968742494275,0.35960308392434537,-1.0987836298711676e-05,0.4861996994024914,0.5995913122465959,-9.09524006214572e-06,0.48857672762390836,0.8395911686276469,-9.304289941941281e-06,0.4883141689997532,1.0795911598267445,-9.25254025616508e-06,0.48837916461855785
244,-3.286998695794787e-05,-0.05812873535015608,0.0677468901090777,-0.010472665164878985,0.0011050493628543935,-0.0002613811078687417,0.0,0.0,0.5,0.11999999995121449,-2.724423501025382e-09,0.49999657822866606,0.35959862824954636,-1.104950779565023e-05,0.4861222423697359,0.5995872282309992,-9.187027285101821e-06,0.48846144639533645,0.8395871103324261,-9.376435293026972e-06,0.4882235572082498,1.0795871031661513,-9.329738093219788e-06,0.4882822070986272
245,-3.906396693601302e-05,-0.05843973202070366,0.06789856910624145,-0.010202290658943682,0.0009732151640652708,-0.00022886779311861614,0.0,0.0,0.5,0.11999999993517384,-3.140539602637855e-09,0.499996055602816,0.35959418167351126,-1.1110894272159762e-05,0.4860451433117036,0.5995831564358269,-9.279283842265991e-06,0.4883455757010196,0.8395830619425577,-9.448852081210624e-06,0.48813260450217577,1.079583056256984,-9.407258026672614e-06,0.48818484503799
246,-4.704051762401271e-05,-0.058746546955025195,0.06804387838345026,-0.009926903732940993,0.0008400723519498591,-0.00019603303739670192,0.0,0.0,0.5,0.11999999990844039,-3.732339028504215e-09,0.49999531232545474,0.3595897444937301,-1.1171994534932114e-05,0.4859684037271377,0.5995790967173911,-9.372010064256057e-06,0.48822911512571465,0.8395790232373507,-9.521540216366706e-06,0.4880413109947272,1.0795790188734806,-9.485100078032131e-06,0.48808707840963655
247,-5.673708189530385e-05,-0.05904925664991796,0.06818281001151308,-0.00964647667083915,0.0007056135632474043,-0.000162875011933689,0.0,0.0,0.5,0.1199999998672314,-4.494452908907983e-09,0.49999435513967644,0.3595853170288922,-1.1232806327552035e-05,0.485892026450009,0.5995750489562786,-9.465206560543042e-06,0.48811206390394096,0.8395749940196914,-9.594499535593683e-06,0.48794967689048935,1.0795749908134094,-9.563264285926094e-06,0.48798890716503424
248,-5.924713301949038e-05,-0.05935446368658028,0.06830453808704698,-0.00935025689793076,0.0005670372831920389,-0.00012870578160546935,0.0,0.0,0.5,0.11999999980685423,-5.420904267310539e-09,0.4999931915523343,0.3595808996199545,-1.1293326351525416e-05,0.48581601562310095,0.5995710130565801,-9.558874214024741e-06,0.48799442092681933,0.8395709741150259,-9.667729804644783e-06,0.48785770248367594,1.0795709718970343,-9.641750705814245e-06,0.48789033123453907
249,-5.4662278586069184e-05,-0.05966205396938435,0.06840906955365904,-0.00903828104443358,0.00042435243879547816,-9.352741817505878e-05,0.0,0.0,0.5,0.11999999978938664,-5.660725322256896e-09,0.49999289034629535,0.3595765256989486,-1.1352264177589436e-05,0.4857419919760307,0.5995670401442925,-9.653350982496234e-06,0.48787576173232844,0.8395670148152228,-9.741142736139445e-06,0.48776549865984137,1.079567013425694,-9.720580142382086e-06,0.4877913244882556
250,-4.3078106360043816e-05,-0.059971911534194886,0.06849641860126252,-0.008710592178430853,0.00027756959201864274,-5.7342392969389465e-05,0.0,0.0,0.5,0.11999999982072214,-5.222668656212415e-09,0.4999934405286521,0.3595721966313815,-1.1409624312208932e-05,0.48566994984885103,0.5995631298477512,-9.748635759337154e-06,0.48775608771034623,0.8395631154878314,-9.814738599176817e-06,0.4876730650810189,1.0795631147497795,-9.799752534445996e-06,0.4876918870030457
251,-3.337744039572285e-05,-0.060277437220848974,0.06857735110655916,-0.00837789333551198,0.00012947811475271014,-2.083582614264089e-05,0.0,0.0,0.5,0.11999999988865659,-4.11586713392842e-09,0.49999483062887695,0.3595679137248545,-1.1465412044978788e-05,0.48559988259803294,0.5995592816201345,-9.844727240140164e-06,0.4876354004991532,0.8395592753182409,-9.88851771413639e-06,0.48758040134481406,1.0795592750370597,-9.879267808704663e-06,0.48759201887095804
252,-2.5564461082787746e-05,-0.06057865996811452,0.06865194457016975,-0.00804024037748791,-1.9907588853561558e-05,1.598876046294323e-05,0.0,0.0,0.5,0.11999999993315678,-3.189023881602546e-09,0.4999959947084228,0.3595636448996815,-1.1520911711093121e-05,0.48553017714787744,0.5995554446714029,-9.941288972525438e-06,0.487514122670023,0.8395554431833601,-9.962568002752988e-06,0.487487397024902,1.0795554431439547,-9.959105243644067e-06,0.48749174611741647
253,-1.9635968381631466e-05,-0.060875614063899255,0.06872026724635517,-0.0076976800689945455,-0.0001705754760820728,5.312842236309376e-05,0.0,0.0,0.5,0.11999999996078749,-2.442538311895332e-09,0.4999969322656428,0.3595593902019218,-1.1576130047063767e-05,0.4854608250375823,0.5995516183479317,-1.0038319214686142e-05,0.4873922564105976,0.839551618341218,-1.0036889917284117e-05,0.4873940515532649,1.0795516183226839,-1.0039264732812083e-05,0.4873910688761218
254,-1.5581556225740758e-05,-0.06116833895293992,0.06878237821251645,-0.007350250187352251,-0.0003225158375650563,9.05807856594059e-05,0.0,0.0,0.5,0.11999999997686572,-1.87610467946603e-09,0.49999764368454125,0.35955514969249713,-1.1631072696400646e-05,0.48539181917911844,0.5995478020226612,-1.0135816510293765e-05,0.48726980354997945,0.8395478000768914,-1.0111483835838014e-05,0.4873003644550291,1.0795477998525451,-1.0119746187205255e-05,0.48728998725888106
255,-1.3383790991561518e-05,-0.061456879043351474,0.06883832744786542,-0.006997979640295706,-0.0004757212671569575,0.0001283440397602243,0.0,0.0,0.5,0.11999999998543293,-1.4887287441609733e-09,0.49999813021384565,0.35955092344831885,-1.1685744222881813e-05,0.48532315384055025,0.5995439950945176,-1.0233779685055515e-05,0.48714676556302394,0.8395439877016813,-1.0186350063208004e-05,0.4872063353473701,1.0795439870390742,-1.0200549535014266e-05,0.4871885013558634
256,-1.3018393312207086e-05,-0.061741283512598014,0.06888815592044735,-0.006640888590752917,-0.0006301866299640865,0.00016641692964351827,0.0,0.0,0.5,0.11999999998925244,-1.2787448228230639e-09,0.49999839394559015,0.35954671156338625,-1.1740148124795027e-05,0.48525482462816616,0.5995401969877205,-1.033220784307559e-05,0.4870231435749416,0.8395401805521742,-1.0261488831843988e-05,0.48711196393833517,1.079540179213091,-1.028167472144826e-05,0.4870866112358751
257,-1.4454422917444601e-05,-0.0620216061131404,0.06893189568217852,-0.00627898858833343,-0.0007859090286124715,0.00020479874768005338,0.0,0.0,0.5,0.11999999998983128,-1.2438331605732896e-09,0.4999984377932978,0.3595425141498555,-1.1794286850005047e-05,0.48518682846754524,0.5995364071509832,-1.043110036296921e-05,0.4868989383661771,0.8395363779891947,-1.0336900302855693e-05,0.4870172500255922,1.0795363757296355,-1.0363121708517995e-05,0.4869843169466512
258,-1.7654466554632887e-05,-0.062297904977737975,0.0689695699720092,-0.0059122827076320186,-0.000942887767718126,0.00024348932500663117,0.0,0.0,0.5,0.11999999998746419,-1.3810375912282251e-09,0.49999826546979975,0.35953833133907537,-1.1848161811827127e-05,0.4851191635836131,0.5995326250566043,-1.053045689374511e-05,0.48677415037755356,0.8395325793966447,-1.041258456702561e-05,0.48692219349510896,1.0795325759667904,-1.0444890474733036e-05,0.4868816185151652
259,-2.257482938431573e-05,-0.06257024242413142,0.06900119332773827,-0.005540765693865648,-0.001101124316416604,0.00028248902241278194,0.0,0.0,0.5,0.11999999998129919,-1.6867834920745604e-09,0.49999788146468505,0.3595341632825896,-1.1901773405734475e-05,0.4850518294796733,0.5995288501994608,-1.0630277350519812e-05,0.48664877971568665,0.8395287841802448,-1.0488541645959276e-05,0.486826794319759,1.079528779324406,-1.0526981014898445e-05,0.4867785159479553
260,-2.9165730550454572e-05,-0.06283868475861111,0.06902677170738658,-0.005164424116738256,-0.0012606222687102488,0.0003217987206800552,0.0,0.0,0.5,0.11999999996942264,-2.156896070621523e-09,0.4999972910213328,0.3595300101531006,-1.1955121026918076e-05,0.48498482691533734,0.5995250820958967,-1.0730561909955124e-05,0.48652282615868986,0.8395249917661697,-1.056477149322513e-05,0.4867310525578505,1.0795249852227187,-1.0609393339796116e-05,0.4866750092314695
261,-3.737150389883693e-05,-0.06310330207777912,0.0690463026213851,-0.0047832365337695726,-0.0014213873013020743,0.00036141981029100164,0.0,0.0,0.5,0.11999999994896164,-2.7866190502068172e-09,0.4999965001134438,0.3595258721453869,-1.2008203088854892e-05,0.4849181578832214,0.5995213202825067,-1.0831311005474299e-05,0.4863962891622064,0.8395212015995783,-1.0641273995624253e-05,0.48663496835156594,1.0795211931008657,-1.0692127475930775e-05,0.48657109833243106
262,-4.713080505742424e-05,-0.06336416806764399,0.06905977527714578,-0.004397173664629409,-0.0015834271285051155,0.0004013541804051642,0.0,0.0,0.5,0.11999999991620224,-3.570633847479001e-09,0.49999551542095466,0.35952174947716986,-1.2061017042982455e-05,0.48485182558422485,0.599517564314811,-1.0932525322140844e-05,0.48626916786581886,0.8395174131430343,-1.0718048974482413e-05,0.48653854192530255,1.0795174024152878,-1.07751834651766e-05,0.48646678319822956
263,-5.8376826297872605e-05,-0.06362135979904614,0.06906717073785852,-0.004006198578285506,-0.0017467514537459184,0.00044160420698205005,0.0,0.0,0.5,0.11999999986672122,-4.503079357721072e-09,0.4999943443051879,0.35951764238991796,-1.2113559399689045e-05,0.4847858344011612,0.5995138137658144,-1.1034205791220348e-05,0.48614146109989714,0.8395136258748133,-1.079509618709987e-05,0.4864417735838934,1.0795136126380203,-1.0858561364498531e-05,0.48636206375733876
264,-6.227429455518049e-05,-0.06388142048016554,0.06905773008794586,-0.003599620961847806,-0.0019141543020423668,0.00048285756583978817,0.0,0.0,0.5,0.11999999979552879,-5.577572483621209e-09,0.4999929947830687,0.3595135511495808,-1.2165825750850872e-05,0.4847201898704704,0.599510068224447,-1.1136353584310705e-05,0.4860131673929571,0.8395098392870912,-1.0872415328242268e-05,0.4863446637106924,1.079509823254865,-1.0942261245535987e-05,0.48625693991976743
265,-5.891644569237186e-05,-0.06414423250647563,0.06903145697246417,-0.0031774756695930034,-0.002085627143326677,0.0005251122268917892,0.0,0.0,0.5,0.11999999976731472,-5.94995332477247e-09,0.4999925270870269,0.35950951139489296,-1.221653486196768e-05,0.48465650117349396,0.5995063729988707,-1.1239305364033767e-05,0.485883863909671,0.8395060977848239,-1.0949918183304961e-05,0.48624732309986674,1.0795060786097808,-1.1026303921713101e-05,0.4861513855446714
266,-4.839977415152915e-05,-0.06440967696766098,0.06898836150185236,-0.002739803260001333,-0.002261159941645447,0.0005683657804327088,0.0,0.0,0.5,0.11999999979173114,-5.629130036058361e-09,0.499992930028762,0.3595055243606367,-1.2265691033934781e-05,0.4845947629084767,0.5995027268590708,-1.1343060084488925e-05,0.48575355196364395,0.8395023998294511,-1.1027605014340796e-05,0.4861497514222726,1.07950237714387,-1.1110689332215218e-05,0.4860454007084068
267,-3.9520914111129647e-05,-0.06467122078056008,0.06893911462690241,-0.002297219840349685,-0.0024379769868937747,0.0006119348196866852,0.0,0.0,0.5,0.11999999985944775,-4.624322110139236e-09,0.499994192028945,0.3595015912239294,-1.2313299251285783e-05,0.4845349688150375,0.5994991284105408,-1.1447616520440525e-05,0.48562223309373315,0.8394987437117634,-1.1105476131858803e-05,0.4860519482879372,1.0794987171271804,-1.1195417404641091e-05,0.4859389855019282
268,-3.228365587028031e-05,-0.06492889054135483,0.06888378750551877,-0.001849776899933526,-0.002616064775586685,0.000655815983759151,0.0,0.0,0.5,0.11999999990628583,-3.7759977223986194e-09,0.4999952574918111,0.359497677620826,-1.2360631655035213e-05,0.4844755211328919,0.5994955321275042,-1.1552640273890436e-05,0.4854903272909812,0.8394950846053715,-1.1183619196822382e-05,0.485953803598047,1.079495053780917,-1.128046745222592e-05,0.485832165907007
269,-2.6685381229310635e-05,-0.06518271748414814,0.06882244325787791,-0.0013975180349944329,-0.0027954118424682655,0.000700006408238528,0.0,0.0,0.5,0.11999999993746595,-3.0845190145309103e-09,0.4999961259625242,0.3594937834941789,-1.2407694419667038e-05,0.4844164121071285,0.5994919370691264,-1.1658129726115403e-05,0.48535783658844456,0.8394914214712178,-1.1262034639250937e-05,0.4858553168125149,1.0794913860595716,-1.1365839372677616e-05,0.4857249420521176
270,-2.2717208587936846e-05,-0.06543273731823286,0.0687551370180668,-0.0009404790358067691,-0.002976008738193216,0.0007445037197753137,0.0,0.0,0.5,0.11999999995727345,-2.549635832666932e-09,0.4999967977552679,0.35948990880267906,-1.2454492769346721e-05,0.4843576351763945,0.5994883423170778,-1.1764083505236762e-05,0.4852247627091491,0.8394877532926007,-1.1340722825341867e-05,0.4857564874714111,1.0794877129399842,-1.1451533078674547e-05,0.48561731404693387
271,-2.036414422708442e-05,-0.06567899006238187,0.06868191599689011,-0.00047868798386059856,-0.0031578480043157773,0.0007893060299845463,0.0,0.0,0.5,0.11999999996903572,-2.1704995906988894e-09,0.49999727393583376,0.3594860535217948,-1.2501030988455536e-05,0.4842991849596712,0.5994847469744351,-1.1870500483518052e-05,0.48509110706949093,0.8394840790738316,-1.1419684058171315e-05,0.48565731519408784,1.0794840334199822,-1.1537548497703674e-05,0.4855092819825354
272,-1.9605239100628727e-05,-0.06592151987670514,0.06860281955513665,-1.2165358414367212e-05,-0.0033409241457668304,0.0008344119287147087,0.0,0.0,0.5,0.1199999999751181,-1.9456777244205653e-09,0.4999975563034675,0.3594822176446671,-1.2547312433321897e-05,0.48424105724153965,0.5994811501644786,-1.1977379774329825e-05,0.48495687078304067,0.839480397838787,-1.1498918578467364e-05,0.48555779967819596,1.0794803465169187,-1.162388557186335e-05,0.48540084593163835
273,-2.0413750760055394e-05,-0.06616037489239425,0.06851787928694451,0.0004590758479594138,-0.00352523360090891,0.0008798204767037768,0.0,0.0,0.5,0.11999999997693807,-1.873168672096595e-09,0.49999764737205377,0.3594784011829651,-1.2593339545065287e-05,0.48418324895604875,0.5994775510293925,-1.208472072882797e-05,0.48482205466472317,0.8394767086293633,-1.1578426565485574e-05,0.4854579406985988,1.0794766512661094,-1.1710544257675132e-05,0.4852920059488512
274,-2.2757310308022153e-05,-0.06639560703946973,0.0684271191132293,0.000935030004886933,-0.0037107747091740823,0.0009255311976222895,0.0,0.0,0.5,0.11999999997499673,-1.9504173454475548e-09,0.49999755035068544,0.3594746041676986,-1.2639113863501844e-05,0.48412575816924375,0.5994739487288757,-1.2192522932333933e-05,0.48468665923535825,0.839473010503841,-1.1658208137949048e-05,0.4853577381061887,1.079472946719182,-1.1797524525862085e-05,0.4851827620709536
275,-2.6598094525332818e-05,-0.06662727187246208,0.06833055538544218,0.0014156987105160032,-0.0038975476762113906,0.0009715440694840788,0.0,0.0,0.5,0.11999999996892631,-2.1743310811161865e-09,0.49999726912362885,0.35947082664998686,-1.2684636042126595e-05,0.4840685840603659,0.5994703424386657,-1.230078620043425e-05,0.48455068472656254,0.8394693025351653,-1.1738263355059553e-05,0.48525719182660504,1.0794692319423405,-1.188482636108529e-05,0.4850731143171994
276,-3.189300353929762e-05,-0.06685542839379328,0.06822819700019964,0.0019010906481278563,-0.004085554536399214,0.0010178595153877438,0.0,0.0,0.5,0.11999999995755246,-2.54129608641373e-09,0.499996808229669,0.35946706870177875,-1.2729905864154524e-05,0.48401172690168764,0.5994667313489787,-1.24095105747823e-05,0.48441413108602216,0.8394655838091409,-1.1818592217613778e-05,0.48515630185885145,1.0794655060145446,-1.1972449761713871e-05,0.48496306268964373
277,-3.859384459913912e-05,-0.06708013887448316,0.06812004552557577,0.0023912214322715144,-0.0042747991125137875,0.0010644783935361713,0.0,0.0,0.5,0.1199999999389702,-3.047194414510098e-09,0.499996172840789,0.35946333041652123,-1.2774922259727253e-05,0.4839551880369064,0.5994631146628677,-1.251869631858043e-05,0.48427699798315765,0.8394618534225516,-1.1899194669169233e-05,0.4850550682738054,1.079461768025613,-1.2060394739511279e-05,0.4848526071734956
278,-4.6647522695033756e-05,-0.06730146867168295,0.06800609534006823,0.0028861134434390516,-0.004465286972288704,0.001111401986467513,0.0,0.0,0.5,0.1199999999106309,-3.6874215231193e-09,0.49999536874011724,0.3594596119097685,-1.2819683324361003e-05,0.4838989698579845,0.5994594915944982,-1.262834391174907e-05,0.4841392848152127,0.8394581104811955,-1.198007059735139e-05,0.4849534912126125,1.0794580170742447,-1.21486613193716e-05,0.48474174773749884
279,-5.599623890028783e-05,-0.0675194860424399,0.06788633378543794,0.0033857956501162356,-0.004657025381552024,0.0011586319894191653,0.0,0.0,0.5,0.11999999986944056,-4.45690448704395e-09,0.4999944022990529,0.3594559133197282,-1.2864186338734557e-05,0.48384307578028934,0.5994558613673433,-1.2738454045707859e-05,0.4840009907138063,0.8394543540978473,-1.2061219835232016e-05,0.48485157088495456,1.0794542522659636,-1.2237249538993064e-05,0.48463048433434297
280,-5.788799406696744e-05,-0.06774066374425708,0.06775007873096382,0.003900884222324188,-0.0048527966491444035,0.0012068543311410205,0.0,0.0,0.5,0.11999999981186527,-5.3501209486286566e-09,0.49999328045346536,0.3594522348077336,-1.290842778995452e-05,0.483787510215861,0.5994522232122947,-1.284902761770279e-05,0.48386211455199574,0.8394505833901402,-1.2142642162740756e-05,0.4847493075671786,1.0794504727109882,-1.2326159448417321e-05,0.4845188169011072
281,-5.2418773719844574e-05,-0.06796488054832096,0.06759733385767484,0.004431342618733536,-0.005052591109056423,0.0012560665326383927,0.0,0.0,0.5,0.11999999979893881,-5.530867354719469e-09,0.49999305344291767,0.35944861382375487,-1.2951136953571807e-05,0.48373386914585237,0.5994486135417989,-1.2960399591821925e-05,0.48372223562777794,0.8394468326153411,-1.2224249615384874e-05,0.4846468117393522,1.079446712522829,-1.2415411817822069e-05,0.4844067193512971
282,-3.9688912669288564e-05,-0.06819201316388207,0.067428110802492,0.004977127067322568,-0.005256397110576169,0.001306265603518632,0.0,0.0,0.5,0.11999999983513632,-5.008314574439499e-09,0.4999937097491503,0.35944505147270667,-1.2992318222933829e-05,0.48368214705236806,0.599445030308188,-1.307256882575576e-05,0.4835813553758309,0.8394430993731763,-1.2306042508172569e-05,0.4845440830058198,1.079442969278008,-1.2505006570644604e-05,0.48429419178105465
283,-2.8442843473203307e-05,-0.06841557285578255,0.06725303489257418,0.005527661971874526,-0.005461441176932741,0.0013567674092248635,0.0,0.0,0.5,0.1199999999054874,-3.792049025535198e-09,0.4999952373319906,0.35944154879453355,-1.3031976842836273e-05,0.48363233734815847,0.5994414713034654,-1.3185533943580171e-05,0.4834394755242725,0.8394393810983772,-1.2388021221110219e-05,0.48444112088931457,1.079439240387755,-1.259494361457235e-05,0.48418123430632554
284,-1.8695064282636932e-05,-0.06863557666270782,0.06707218691902918,0.006082884672210689,-0.00566770631756379,0.0014075676152007638,0.0,0.0,0.5,0.1199999999514603,-2.717551316875515e-09,0.49999658685986553,0.3594380693761957,-1.3071378357187976e-05,0.48358285055865424,0.599437899163982,-1.3298961137223357e-05,0.48329701532322483,0.8394356423510956,-1.2470273479191823e-05,0.48433781521060815,1.0794354905409014,-1.2685202229890961e-05,0.4840678729502707
285,-1.0454075535099297e-05,-0.06885204605553348,0.06688564036580463,0.0066427397273421855,-0.005875177391989026,0.001458662335241265,0.0,0.0,0.5,0.11999999997902969,-1.7862066643270219e-09,0.4999977565929973,0.3594346130232108,-1.3110530178869843e-05,0.4835336773735544,0.5994343126641928,-1.3412848395707646e-05,0.48315397729839477,0.8394318818043662,-1.2552799834355422e-05,0.4842341652764879,1.0794317184039044,-1.277578228353442e-05,0.4839541078800197
286,-3.7224945983059945e-06,-0.06906500679970949,0.06669346143013863,0.007207178860797958,-0.006083841095669383,0.0015100481280070847,0.0,0.0,0.5,0.11999999999344274,-9.988272363558451e-10,0.49999874551133344,0.35943117955679066,-1.3149438848872754e-05,0.48348480957763235,0.5994307105999996,-1.3527193932685468e-05,0.4830103636933744,0.8394280981524408,-1.2635600780850616e-05,0.4841301704662036,1.0794279226644294,-1.2866683655931796e-05,0.48383993924575847
287,1.5028215384024849e-06,-0.06927448881303572,0.06649570905591948,0.007776160893905152,-0.0062936859426052935,0.0015617219927131685,0.0,0.0,0.5,0.11999999999916856,-3.556631076129892e-10,0.49999955330078977,0.35942776881471156,-1.3188110042872993e-05,0.48343624004244784,0.5994270917873386,-1.3641996184707138e-05,0.48286617647178043,0.8394242901091239,-1.2718676755653374e-05,0.48402583023090656,1.0794241020296715,-1.2957906240865001e-05,0.48372536718086184
